0.647538654,0.762032605,0,31.6,-0.762032605,0.647538654,0,47.5,0,0,1,0.92,0,0,0,1
0.631475484,0.775395843,0,32.35,-0.775395843,0.631475484,0,46.65,0,0,1,0.92,0,0,0,1
0.639703946,0.768621403,0,33.7,-0.768621403,0.639703946,0,45,0,0,1,0.92,0,0,0,1
0.642505287,0.766281251,0,34.45,-0.766281251,0.642505287,0,44.1,0,0,1,0.92,0,0,0,1
0.633943015,0.77337976,0,35.9,-0.77337976,0.633943015,0,42.35,0,0,1,0.92,0,0,0,1
0.619656128,0.784873418,0,36.55,-0.784873418,0.619656128,0,41.6,0,0,1,0.92,0,0,0,1
0.619072532,0.785333815,0,38.05,-0.785333815,0.619072532,0,39.8,0,0,1,0.92,0,0,0,1
0.624968959,0.780649601,0,38.9,-0.780649601,0.624968959,0,38.75,0,0,1,0.92,0,0,0,1
0.627886387,0.778305008,0,40.3,-0.778305008,0.627886387,0,37.05,0,0,1,0.92,0,0,0,1
0.626732637,0.779234369,0,40.95,-0.779234369,0.626732637,0,36.25,0,0,1,0.92,0,0,0,1
0.61935194,0.785113478,0,42.3,-0.785113478,0.61935194,0,34.6,0,0,1,0.92,0,0,0,1
0.63147514,0.775396123,0,43,-0.775396123,0.63147514,0,33.75,0,0,1,0.92,0,0,0,1
0.636725323,0.771090697,0,44.25,-0.771090697,0.636725323,0,32.25,0,0,1,0.92,0,0,0,1
0.633197279,0.773990443,0,45,-0.773990443,0.633197279,0,31.4,0,0,1,0.92,0,0,0,1
0.609111732,0.79308442,0,46.4,-0.79308442,0.609111732,0,29.65,0,0,1,0.92,0,0,0,1
0.636930007,0.770921634,0,47.1,-0.770921634,0.636930007,0,28.75,0,0,1,0.92,0,0,0,1
0.62107559,0.783750669,0,48.45,-0.783750669,0.62107559,0,27.15,0,0,1,0.92,0,0,0,1
0.613660087,0.789570325,0,49.1,-0.789570325,0.613660087,0,26.3,0,0,1,0.92,0,0,0,1
0.627184964,0.778870349,0,50.4,-0.778870349,0.627184964,0,24.8,0,0,1,0.92,0,0,0,1
0.626747269,0.779222601,0,51.1,-0.779222601,0.626747269,0,23.95,0,0,1,0.92,0,0,0,1
0.610474555,0.792035869,0,52.3,-0.792035869,0.610474555,0,22.55,0,0,1,0.92,0,0,0,1
0.602650416,0.798005311,0,53,-0.798005311,0.602650416,0,21.65,0,0,1,0.92,0,0,0,1
