1,1,0.20853,0.30853,0.43853,0.65353,0.76853,0.88853,0.99853
1,2,0.082605,0.1526,0.2176,0.2526,0.2826,0.3376,0.4476
1,3,0.13259,0.19259,0.30259,0.47259
1,4,0.11097,0.14597,0.18597,0.25097,0.28097
1,5,0.1405,0.3005,0.3555,0.4855,0.5555
1,6,0.15253,0.20753,0.26253,0.29253,0.32253,0.47753,0.55753,0.61253,0.67253
1,7,0.12427,0.16427,0.21927,0.32927,0.41927
1,8,0.13433,0.44433,0.53933
1,9,0.13573,0.23573,0.50073,0.66573,0.78073,1.0757
0,1,0.39955,0.19915
0,3,0.11756,0.21945
0,9,0.57044,0.037263
4,2,1.4814
2,2,0.082992
3,1,0.022913
3,2,0.025073
3,3,0.002707
3,4,0.0096263
3,5,0.0080876
3,6,0.0071428
3,7,0.012019
3,8,0.0034331
3,9,0.007457
