0.668082697,-0.351763806,-0.655687349,-0.265738116,-0.453265451,-0.891226774,0.016295521,0.385261039,-0.590098247,0.286316719,-0.754856622,0.257245338,0,0,0,1
0.659020222,0.711025729,-0.245226946,-0.454001499,0.46663939,-0.642234302,-0.608095163,-0.113577399,-0.589864414,0.28631751,-0.755039059,0.257261537,0,0,0,1
0.677551349,0.670830875,-0.301515857,-0.453979275,0.201919903,-0.56387139,-0.800795753,-0.160675961,-0.707214623,0.481700317,-0.51750779,0.251433379,0,0,0,1
0.485598105,-0.597028971,-0.638551405,-0.277529983,-0.420894724,-0.799895434,0.427805779,0.412476362,-0.766186734,0.061023806,-0.639714218,0.327437349,0,0,0,1
-0.007068233,-0.635160101,-0.772345663,-0.217743623,0.00379278,-0.772379062,0.635153704,0.287710974,-0.999967827,0.001560046,0.007868371,0.397517154,0,0,0,1
-0.00568401,0.641634631,-0.766991974,-0.119349552,-0.005860744,-0.767010093,-0.641605281,-0.428059978,-0.999966671,0.00084822,0.008120145,0.397529641,0,0,0,1
0.361682844,-0.660413171,-0.658055135,-0.165157948,-0.471502974,-0.738493344,0.481991155,0.21950329,-0.804282578,0.135949351,-0.578487622,0.378068128,0,0,0,1
0.484171074,0.622072027,-0.615311213,-0.049974389,0.31030221,-0.779600224,-0.543997013,-0.383329687,-0.818102017,0.072457479,-0.570490424,0.292809215,0,0,0,1
-0.007068233,-0.635160101,-0.772345663,-0.217733623,0.00379278,-0.772379062,0.635153704,0.287720974,-0.999967827,0.001560046,0.007868371,0.666467154,0,0,0,1
-0.00568401,0.641634631,-0.766991974,-0.119339552,-0.005860744,-0.767010093,-0.641605281,-0.428049978,-0.999966671,0.00084822,0.008120145,0.634329641,0,0,0,1
