0,1,0.648099
0,2,
0,3,
0,4,
0,5,
0,6,0.151377,0.599697
0,7,
0,8,
0,9,
0,10,
0,11,
2,1,
4,2,1.02429
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
1,1,0.698035
1,1,
1,1,
1,1,
1,1,
1,1,0.250544,0.230848
1,1,
1,1,
1,1,
1,1,
1,1,0.130574,0.140062,0.306616
1,1,0.277412,0.331294
1,1,
1,1,0.121328
1,1,0.182427,0.332185,0.302263
1,1,0.131489,0.36116,0.1622
1,1,
1,1,0.115167,0.131796,0.230232,0.0686104,0.0913228
1,1,0.478113,0.142893
1,1,0.150788,0.32112
1,1,0.207858,0.351629,0.316275,0.112277
1,1,
1,1,0.168014,0.265177
1,1,0.141291,0.345729
1,1,0.270893,0.196705,0.347896
1,1,0.157753,0.301585
1,1,0.342693,0.431423
1,1,0.410338,0.286979
1,1,
1,1,0.171202,0.269023,0.199371
1,1,
1,1,0.224165,0.189078,0.15553,0.176303
1,1,0.622663,0.19385,0.115415,0.12366
1,1,
1,1,
1,1,0.426867
1,1,0.217725,0.178115,0.16627,0.177617
1,1,
1,1,
1,1,0.160391,0.283637,0.225277
1,1,0.148963,0.319273
1,1,0.421284
1,1,
1,1,0.248068,0.188246,0.197929,0.136167
1,1,0.132953,0.352776,0.169666
1,1,0.638586,0.33289
1,1,
1,1,
1,1,0.208086,0.217875
1,1,
1,1,0.233792,0.236781
1,1,0.535145,0.325387
1,1,0.258084,0.212899
1,1,
1,1,0.471643
1,1,
1,1,0.362422,0.33116
1,1,
1,1,0.209006,0.169041,0.311829
1,1,0.208883
1,1,0.309916
1,1,0.182355,0.245629
1,1,0.217725,0.186906,0.159622,0.174726
1,1,0.474821
1,1,0.183163,0.181635,0.339565
1,1,
1,1,
1,1,
1,1,0.168605,0.21449
1,1,
1,1,0.253915,0.205577,0.16297,0.196036,0.117607,0.132703
1,1,
1,1,
1,1,
1,1,0.140986,0.169463,0.286033,0.223263
1,1,0.473633
1,1,0.608961
1,1,0.466134,0.258167
1,1,0.131267,0.45657
1,1,0.152752
1,1,
1,1,
1,1,0.21262,0.153291,0.321166
1,1,
1,1,0.361648
1,1,0.64221,0.327764
1,1,0.233474
1,1,0.574683,0.323154
1,1,
1,1,0.523951,0.330847
1,1,0.15024,0.165694,0.278962,0.227407
1,1,
1,1,
1,1,
1,1,
1,1,0.466559
1,1,
1,1,0.450526
1,1,0.209313,0.178912,0.224503
1,1,0.464745
1,1,0.331166
1,1,
1,1,
1,1,0.456791,0.230938
